Ar,Lan,Krets_id,Jaktmarksareal,Baver,Dovhjort,Falthare,Gravling,Kaja,Kricka,Notskrika,Radjur,Rodrav,Vildsvin
2017,4,453,238,0,0,0,0,0,0,0,0,0,0
2017,4,453,527,0,51,0,0,0,0,0,0,0,0
2017,4,453,630,0,9,0,0,0,0,0,1,0,0
2017,4,453,672,0,12,0,0,0,0,0,0,0,0
2017,4,453,971,0,16,0,0,0,0,0,3,0,0
2017,4,454,647,8,7,0,9,0,0,0,16,0,67
2017,4,454,1772,3,1,3,3,0,0,0,10,6,49
2017,4,454,330,0,1,0,1,0,0,10,6,0,21
2017,4,454,447,1,4,0,0,0,0,0,8,2,14
2017,4,454,382,0,8,0,0,0,0,0,4,0,12
2017,4,454,299,0,0,0,0,0,0,0,2,1,10
2017,4,454,770,0,2,0,4,0,0,0,3,7,9
2017,4,454,1034,1,0,0,1,0,0,0,0,0,5
2017,4,454,190,0,0,0,0,0,0,0,2,0,4
2017,4,454,331,0,2,5,0,0,0,0,2,0,4
2017,4,454,349,0,3,0,0,0,0,0,1,0,4
2017,4,454,472,0,0,0,0,0,0,0,0,0,4
2017,4,454,691,0,0,0,0,0,0,0,6,2,3
2017,4,454,706,0,0,0,0,0,0,0,1,0,3
2017,4,454,301,0,1,0,3,0,0,0,0,2,2
2017,4,454,358,0,2,0,0,0,0,0,3,1,1
2017,4,454,630,0,0,0,0,0,0,0,8,0,1
2017,4,454,1,0,0,0,0,0,0,0,0,0,0
2017,4,454,1,0,0,0,0,0,0,0,0,0,0
2017,4,454,52,0,0,0,0,0,0,0,0,0,0
2017,4,454,58,0,0,0,0,0,0,0,0,0,0
2017,4,454,67,0,0,0,0,0,0,0,0,0,0
2017,4,454,135,0,0,0,0,0,0,0,0,0,0
2017,4,454,174,0,0,0,0,0,0,0,0,0,0
2017,4,454,189,0,0,0,0,0,0,0,0,0,0
2017,4,454,201,0,0,0,0,0,0,0,0,0,0
2017,4,454,307,0,0,0,0,0,0,0,0,0,0
2017,4,454,366,0,0,0,0,0,0,0,0,0,0
2017,4,454,523,0,0,0,0,0,0,0,0,0,0
2017,4,454,567,0,0,0,0,0,0,0,0,0,0
2017,4,454,615,0,0,0,0,0,0,0,5,0,0
2017,4,454,641,0,0,0,0,0,0,0,0,0,0
2017,4,454,692,0,0,0,0,0,0,0,0,0,0
2017,4,454,886,0,0,0,0,0,0,0,4,0,0
2017,4,454,1046,0,0,0,0,0,0,0,1,0,0
2017,4,454,1625,0,0,0,0,0,0,0,0,0,0
2017,4,455,2195,5,4,2,24,0,0,0,37,49,178
2017,4,455,2910,1,0,7,2,0,0,0,8,6,56
2017,4,455,836,0,3,0,2,0,0,0,8,3,43
2017,4,455,600,0,0,0,2,0,0,0,0,0,29
2017,4,455,706,0,0,1,1,0,0,0,8,0,19
2017,4,455,430,0,0,0,0,0,0,0,3,0,13
2017,4,455,775,0,0,0,14,0,0,0,2,4,8
2017,4,455,246,0,0,0,1,0,0,15,2,2,7
2017,4,455,355,0,0,1,3,0,0,1,3,0,7
2017,4,455,439,0,0,0,0,0,0,0,3,2,5
2017,4,455,891,0,0,2,0,0,0,0,2,0,3
2017,4,455,598,0,0,0,4,17,0,0,0,3,2
2017,4,455,34,0,0,0,0,0,0,0,0,0,0
2017,4,455,267,0,2,0,0,0,0,0,1,0,0
2017,4,456,1400,0,19,0,0,0,15,1,0,29,337
2017,4,456,4800,5,5,2,10,0,0,0,15,39,93
2017,4,456,1400,1,0,8,7,0,0,0,7,0,35
2017,4,456,1482,0,0,0,0,0,0,0,5,0,31
2017,4,456,894,0,1,2,2,0,0,0,5,5,27
2017,4,456,10,0,0,0,0,0,0,0,0,0,22
2017,4,456,1197,0,0,0,0,0,0,0,22,0,21
2017,4,456,1245,0,3,4,4,0,0,0,4,10,18
2017,4,456,1567,1,0,2,9,0,0,0,13,8,18
2017,4,456,743,2,0,3,1,0,0,0,12,7,17
2017,4,456,522,13,0,1,2,0,0,0,10,2,13
2017,4,456,563,0,0,0,3,0,0,0,8,2,12
2017,4,456,1240,0,0,0,0,0,0,0,4,0,12
2017,4,456,454,1,0,0,1,0,0,0,2,3,11
2017,4,456,685,0,0,0,0,0,0,0,3,0,11
2017,4,456,416,0,0,0,5,0,0,0,6,0,10
2017,4,456,1724,0,0,0,0,0,0,0,1,0,9
2017,4,456,392,0,0,0,3,0,0,0,4,2,8
2017,4,456,852,0,0,1,0,0,0,0,6,1,8
2017,4,456,427,0,3,8,0,0,0,0,6,2,7
2017,4,456,834,0,0,0,0,0,0,0,4,0,7
2017,4,456,995,0,0,0,0,0,0,0,2,0,6
2017,4,456,612,0,2,0,0,0,0,0,5,0,5
2017,4,456,471,0,2,0,0,0,0,0,0,0,4
2017,4,456,1870,0,2,0,0,0,0,0,0,0,4
2017,4,456,2468,2,0,3,6,0,0,0,12,10,4
2017,4,456,2516,0,4,0,1,0,0,0,11,0,4
2017,4,456,152,0,1,0,0,0,0,0,2,1,3
2017,4,456,526,0,0,0,0,0,0,0,16,1,3
2017,4,456,1411,0,0,0,0,0,0,0,5,0,3
2017,4,456,94,0,0,0,0,0,0,0,1,0,2
2017,4,456,272,0,1,0,0,0,0,0,2,0,2
2017,4,456,585,0,0,0,0,0,0,0,1,0,2
2017,4,456,820,0,0,0,0,0,0,0,0,0,2
2017,4,456,50,0,0,2,0,0,0,0,1,5,1
2017,4,456,540,0,0,0,0,0,0,0,0,0,1
2017,4,456,710,0,0,0,0,0,0,0,1,0,1
2017,4,456,1105,0,0,0,0,0,0,0,0,2,1
2017,4,456,12,0,0,0,0,0,0,0,0,0,0
2017,4,456,35,0,0,0,0,0,0,0,0,0,0
2017,4,456,37,0,0,0,0,0,0,0,0,0,0
2017,4,456,104,0,0,0,0,0,0,0,0,0,0
2017,4,456,275,0,0,0,0,0,0,0,1,1,0
2017,4,456,595,0,0,0,0,0,0,0,1,0,0
2017,4,456,783,0,0,0,0,0,0,0,1,0,0
2017,4,456,1149,0,8,0,0,0,0,0,0,0,0
2017,4,456,1454,0,0,0,0,0,0,0,3,0,0
2017,4,456,2481,0,9,0,0,0,0,0,0,0,0
2017,4,758,6360,8,16,1,26,10,0,0,68,26,232
2017,4,758,876,0,40,0,6,0,0,0,0,12,105
2017,4,758,976,0,8,0,0,0,0,0,1,3,24
2017,4,758,852,0,33,0,7,0,0,0,1,6,23
2017,4,758,2031,0,7,0,2,0,0,0,13,5,19
2017,4,758,1556,0,13,2,0,18,0,0,13,7,17
2017,4,758,175,0,17,0,0,0,0,0,4,0,16
2017,4,758,367,0,4,0,2,0,0,0,5,0,16
2017,4,758,751,0,6,0,0,18,0,0,6,6,16
2017,4,758,600,0,23,0,1,0,0,0,7,1,14
2017,4,758,545,0,4,0,0,0,0,0,4,0,12
2017,4,758,143,0,2,0,0,0,0,0,11,0,7
2017,4,758,275,0,5,0,0,0,0,0,1,0,6
2017,4,758,445,0,2,0,0,0,0,0,0,0,6
2017,4,758,537,0,0,0,0,0,0,0,3,0,6
2017,4,758,680,0,0,2,3,6,5,3,2,6,6
2017,4,758,1535,0,0,0,0,0,0,0,0,0,6
2017,4,758,519,0,10,0,0,0,0,0,4,4,5
2017,4,758,550,0,7,0,0,0,0,0,1,0,5
2017,4,758,118,0,0,0,0,0,0,0,2,0,4
2017,4,758,1835,0,0,0,0,0,0,0,0,0,4
2017,4,758,100,0,0,0,0,0,0,0,0,0,3
2017,4,758,486,0,5,0,2,0,0,0,5,0,3
2017,4,758,1535,0,0,0,0,0,0,0,1,0,3
2017,4,758,52,0,0,0,0,0,0,0,5,0,2
2017,4,758,1535,0,0,0,0,0,0,0,1,0,2
2017,4,758,188,0,0,0,0,0,0,0,0,0,1
2017,4,758,24,0,0,0,0,0,0,0,0,0,0
2017,4,758,35,0,0,0,0,0,0,0,0,0,0
2017,4,758,76,0,0,0,0,0,0,0,3,0,0
2017,4,758,96,0,0,0,0,0,0,0,0,0,0
2017,4,758,263,0,0,0,0,0,0,0,0,0,0
2017,4,758,491,0,1,0,0,0,0,0,1,1,0
2017,4,758,491,0,1,0,0,0,0,0,2,0,0
2017,4,758,537,0,0,0,0,0,0,0,2,0,0
2017,4,758,586,0,4,0,0,0,0,0,2,0,0
2017,4,759,10434,2,156,2,22,30,33,0,7,31,134
2017,4,759,2349,0,9,0,0,0,0,0,13,3,119
2017,4,759,975,0,5,0,0,0,0,0,18,6,57
2017,4,759,895,0,2,0,0,0,0,0,0,0,24
2017,4,759,1650,0,8,0,0,0,0,0,2,0,20
2017,4,759,1148,0,28,2,0,0,0,0,7,0,17
2017,4,759,528,0,0,0,0,0,0,0,1,2,15
2017,4,759,981,0,3,0,0,0,0,0,8,6,15
2017,4,759,950,0,1,2,1,0,0,0,15,2,10
2017,4,759,456,0,0,0,0,0,0,0,0,0,3
2018,4,448,312,0,39,0,10,0,0,0,82,14,83
2018,4,448,674,0,2,0,2,0,0,0,3,0,12
2018,4,448,495,0,2,0,0,0,0,0,3,0,8
2018,4,448,754,0,3,0,2,0,0,0,10,0,8
2018,4,448,584,0,2,0,0,0,0,0,7,0,7
2018,4,448,493,0,0,0,0,0,0,0,3,0,3
2018,4,448,1149,0,0,0,0,0,0,0,3,0,3
2018,4,448,1359,0,0,0,0,0,0,0,4,0,3
2018,4,448,375,0,0,0,1,0,0,0,4,1,2
2018,4,448,17,0,0,0,0,0,0,0,0,0,1
2018,4,448,146,0,1,0,0,0,0,0,3,0,1
2018,4,448,167,0,0,0,0,0,0,0,2,0,1
2018,4,448,360,0,1,0,0,0,0,0,0,0,1
2018,4,448,1485,0,1,0,0,0,0,0,0,0,1
2018,4,448,5,0,0,0,0,0,0,0,0,0,0
2018,4,448,8,0,0,0,0,0,0,0,0,0,0
2018,4,448,10,0,0,0,0,0,0,0,0,0,0
2018,4,448,15,0,0,0,0,0,0,0,0,0,0
2018,4,448,18,0,0,0,0,0,0,0,0,0,0
2018,4,448,19,0,0,0,0,0,0,0,0,0,0
2018,4,448,20,0,0,0,0,0,0,0,0,0,0
2018,4,448,23,0,0,0,0,0,0,0,0,0,0
2018,4,448,28,0,0,0,0,0,0,0,0,0,0
2018,4,448,33,0,0,0,0,0,0,0,0,0,0
2018,4,448,41,0,0,0,0,0,0,0,0,0,0
2018,4,448,46,0,0,0,0,0,0,0,0,0,0
2018,4,448,51,0,0,0,0,0,0,0,0,0,0
2018,4,448,57,0,0,0,0,0,0,0,0,0,0
2018,4,448,58,0,0,0,0,0,0,0,0,0,0
2018,4,448,71,0,0,0,0,0,0,0,0,0,0
2018,4,448,103,0,0,0,0,0,0,0,0,0,0
2018,4,448,135,0,0,0,0,0,0,0,0,0,0
2018,4,448,162,0,0,0,0,0,0,0,0,0,0
2018,4,448,169,0,0,0,0,0,0,0,0,0,0
2018,4,448,185,0,0,0,0,0,0,0,0,0,0
2018,4,448,194,0,0,0,0,0,0,0,0,0,0
2018,4,448,211,0,0,0,0,0,0,0,0,0,0
2018,4,448,269,0,0,0,0,0,0,0,7,2,0
2018,4,448,279,0,0,0,0,0,0,0,0,0,0
2018,4,448,310,0,5,0,0,0,0,0,7,0,0
2018,4,448,370,0,0,0,0,0,0,0,0,0,0
2018,4,448,370,0,0,0,0,0,0,0,0,0,0
2018,4,448,380,0,0,0,2,0,0,0,0,1,0
2018,4,448,509,0,0,0,0,0,0,0,1,0,0
2018,4,448,549,0,0,2,0,0,0,0,1,0,0
2018,4,448,550,0,0,0,0,0,0,0,0,0,0
2018,4,448,600,0,0,0,0,0,0,0,0,0,0
2018,4,448,652,0,0,0,0,0,0,0,0,0,0
2018,4,448,671,0,0,0,0,0,0,0,0,0,0
2018,4,448,696,0,0,0,0,0,0,0,0,1,0
2018,4,448,725,0,0,0,0,0,0,0,0,0,0
2018,4,448,752,0,0,0,0,0,0,0,0,0,0
2018,4,448,826,0,0,0,0,0,0,0,0,0,0
2018,4,448,932,0,0,0,0,0,0,0,0,0,0
2018,4,448,1000,0,0,0,0,0,0,0,0,0,0
2018,4,449,6491,10,83,15,16,80,12,0,60,40,115
2018,4,449,1020,0,33,0,0,15,0,0,0,1,18
2018,4,449,1771,0,20,0,1,6,0,0,15,1,18
2018,4,449,540,0,6,0,0,0,0,0,11,2,14
2018,4,449,628,0,5,0,0,0,0,0,11,2,11
2018,4,449,100,0,0,0,3,0,0,0,0,0,8
2018,4,449,367,0,0,0,0,0,0,0,3,0,5
2018,4,449,630,0,9,0,0,0,0,0,2,0,4
2018,4,449,190,0,0,0,0,0,0,0,0,0,3
2018,4,449,91,0,4,0,1,0,0,0,0,0,1
2018,4,449,3089,0,0,0,0,0,0,0,0,0,1
2018,4,449,74,0,0,0,0,0,0,0,0,1,0
2018,4,449,89,0,0,0,0,0,0,0,0,0,0
2018,4,449,122,0,0,0,0,0,0,0,0,0,0
2018,4,449,185,0,5,0,0,0,0,0,0,0,0
2018,4,449,228,0,29,0,0,0,0,0,0,0,0
2018,4,449,230,0,0,0,0,0,0,0,0,0,0
2018,4,449,1797,0,0,0,0,0,0,0,0,0,0
2018,4,450,2002,0,89,0,8,0,0,0,19,17,44
2018,4,450,2020,0,53,0,14,0,3,0,8,18,43
2018,4,450,1760,0,107,0,12,57,0,0,7,14,38
2018,4,450,2002,13,145,0,10,19,7,2,1,11,31
2018,4,450,3830,0,329,3,6,7,3,0,4,4,29
2018,4,450,600,0,262,0,0,0,0,0,2,30,24
2018,4,450,1900,6,178,0,1,0,0,0,19,0,22
2018,4,450,815,0,116,0,4,0,0,0,2,6,20
2018,4,450,413,0,0,0,0,0,0,0,2,1,17
2018,4,450,55,0,0,0,0,0,0,0,0,0,10
2018,4,450,240,0,15,0,0,0,0,0,0,0,10
2018,4,450,670,0,66,0,0,0,0,0,0,0,10
2018,4,450,273,0,38,0,0,0,0,0,2,0,8
2018,4,450,570,0,56,0,0,0,0,0,2,0,6
2018,4,450,669,0,54,0,0,0,0,0,3,0,6
2018,4,450,285,0,17,0,0,0,0,0,9,0,5
2018,4,450,358,0,3,0,1,0,0,0,4,0,5
2018,4,450,12,0,0,0,1,0,0,0,0,4,4
2018,4,450,101,0,0,0,0,0,0,0,1,6,3
2018,4,450,252,0,15,0,0,0,0,0,6,0,3
2018,4,450,1200,0,5,0,0,0,4,0,9,3,3
2018,4,450,410,0,6,0,0,0,0,0,5,1,2
2018,4,450,585,1,7,0,0,0,0,0,4,2,2
2018,4,450,67,0,1,0,3,1,0,0,0,0,1
2018,4,450,86,0,2,0,0,0,0,0,0,0,1
2018,4,450,37,0,1,0,0,0,0,0,0,0,0
2018,4,450,105,0,19,0,0,0,0,0,0,0,0
2018,4,450,387,0,77,0,0,0,0,0,0,0,0
2018,4,450,796,0,78,0,0,0,0,0,1,1,0
2018,4,453,5600,0,361,1,2,0,6,1,20,12,118
2018,4,453,890,0,41,9,2,0,0,0,11,5,33
2018,4,453,1861,0,308,0,0,0,0,0,0,2,27
2018,4,453,856,3,107,0,2,0,0,0,13,6,18
2018,4,453,1400,0,27,1,0,0,0,0,14,3,17
2018,4,453,732,0,10,0,0,0,0,0,1,0,16
2018,4,453,200,0,6,0,0,0,0,0,1,0,11
2018,4,453,343,0,12,0,0,0,0,0,0,0,10
2018,4,453,156,0,7,0,0,0,0,0,6,0,9
2018,4,453,863,0,20,0,3,0,0,0,22,2,9
2018,4,453,400,0,21,0,0,0,0,0,10,0,7
2018,4,453,255,0,10,0,0,0,0,0,0,0,6
2018,4,453,1315,0,41,0,0,0,0,0,0,2,6
2018,4,453,242,0,0,0,0,0,0,0,0,0,5
2018,4,453,440,0,30,0,0,0,0,0,0,1,5
2018,4,453,1104,4,68,0,2,0,0,0,1,3,5
2018,4,453,120,0,6,0,1,0,0,0,2,0,4
2018,4,453,254,0,11,0,0,0,0,0,0,0,3
2018,4,453,303,0,7,0,0,0,0,0,9,0,3
2018,4,453,410,0,0,0,0,0,0,0,0,0,3
2018,4,453,303,0,4,0,0,0,0,0,1,0,2
2018,4,453,330,0,0,0,0,0,0,0,0,0,2
2018,4,453,509,0,18,0,0,0,0,0,9,0,2
2018,4,453,914,0,11,0,0,0,0,0,1,0,2
2018,4,453,1395,0,34,2,0,0,0,0,4,0,2
2018,4,453,57,0,1,0,3,0,0,0,1,1,1
2018,4,453,151,0,3,0,0,0,0,0,0,0,1
2018,4,453,168,0,0,0,0,0,0,0,0,0,1
2018,4,453,24,0,0,0,0,0,0,0,0,0,0
2018,4,453,26,0,0,0,0,0,0,0,0,0,0
2018,4,453,28,0,0,0,0,0,0,0,0,0,0
2018,4,453,36,0,0,0,0,0,0,0,0,0,0
2018,4,453,42,0,0,0,0,0,0,0,0,0,0
2018,4,453,43,0,1,0,0,0,0,0,0,0,0
2018,4,453,48,0,0,0,0,0,0,0,0,0,0
2018,4,453,54,0,2,0,0,0,0,0,0,0,0
2018,4,453,57,0,0,0,0,0,0,0,0,0,0
2018,4,453,58,0,0,0,0,0,0,0,0,0,0
2018,4,453,75,0,0,0,0,0,0,0,0,0,0
2018,4,453,76,0,0,0,0,0,0,0,0,0,0
2018,4,453,115,0,0,0,0,0,0,0,0,0,0
2018,4,453,120,0,1,0,0,0,0,0,1,0,0
2018,4,453,120,0,0,0,0,0,0,0,0,0,0
2018,4,453,159,0,0,0,0,0,0,0,0,0,0
2018,4,453,161,0,0,0,0,0,0,0,0,0,0
2018,4,453,170,0,0,0,0,0,0,0,0,0,0
2018,4,453,175,0,0,0,0,0,0,0,0,0,0
2018,4,453,190,0,0,0,0,0,0,0,0,0,0
2018,4,453,199,0,0,0,0,0,0,0,0,0,0
2018,4,453,200,0,0,0,0,0,0,0,0,0,0
2018,4,453,214,0,0,0,0,0,0,0,0,0,0
2018,4,453,223,0,0,0,0,0,0,0,0,0,0
2018,4,453,305,0,0,0,0,0,0,0,0,0,0
2018,4,453,329,0,3,0,0,0,0,0,0,0,0
2018,4,453,329,0,0,0,0,0,0,0,0,0,0
2018,4,453,385,0,0,0,0,0,0,0,0,0,0
2018,4,453,420,0,2,0,0,0,0,0,0,0,0
2018,4,453,470,0,1,0,0,0,0,0,2,0,0
2018,4,453,554,0,0,0,0,0,0,0,0,0,0
2018,4,453,590,0,0,0,0,0,0,0,0,0,0
2018,4,453,615,0,0,0,0,0,0,0,0,0,0
2018,4,453,635,0,7,0,0,0,0,0,0,0,0
2018,4,453,672,0,15,0,0,0,0,0,0,0,0
2018,4,453,695,0,0,0,0,0,0,0,0,0,0
2018,4,453,858,0,0,0,0,0,0,0,0,0,0
2018,4,453,865,0,15,0,1,0,0,0,2,5,0
2018,4,453,971,0,8,0,0,0,0,0,1,0,0
2018,4,453,1315,0,0,0,0,0,0,0,0,0,0
2018,4,454,11995,4,55,9,28,0,0,0,60,36,165
2018,4,454,1600,0,2,1,0,0,0,0,6,3,27
2018,4,454,330,0,0,0,2,0,0,10,10,0,20
2018,4,454,1370,0,6,1,1,0,0,0,8,2,19
2018,4,454,1327,0,22,5,0,0,0,0,10,0,12
2018,4,454,301,0,3,0,0,0,0,0,0,3,10
2018,4,454,447,0,7,0,0,0,0,0,7,1,10
2018,4,454,612,0,2,0,0,0,0,0,10,4,10
2018,4,454,382,0,1,0,1,0,0,0,5,0,8
2018,4,454,589,3,2,5,3,0,0,0,7,0,8
2018,4,454,1034,0,1,0,0,0,0,0,0,0,8
2018,4,454,454,1,0,1,2,0,0,0,4,2,7
2018,4,454,373,0,3,0,0,0,0,0,3,0,5
2018,4,454,630,0,0,4,0,1,0,0,8,3,5
2018,4,454,691,0,0,0,0,0,0,0,5,0,4
2018,4,454,1002,0,0,0,0,0,0,0,0,0,4
2018,4,454,331,0,1,3,0,0,0,0,3,0,2
2018,4,454,496,0,0,0,0,0,0,0,2,0,1
2018,4,454,25,0,0,0,0,0,0,0,0,0,0
2018,4,454,102,0,5,0,0,0,0,0,0,0,0
2018,4,454,113,0,3,0,0,0,0,0,4,0,0
2018,4,454,121,6,0,0,0,0,0,0,3,0,0
2018,4,454,150,0,1,2,0,0,0,0,2,0,0
2018,4,454,278,0,0,0,0,0,0,0,0,0,0
2018,4,454,348,0,0,0,0,0,0,0,0,0,0
2018,4,454,349,0,1,0,0,0,0,0,0,0,0
2018,4,454,358,0,0,0,0,0,0,0,2,0,0
2018,4,455,2910,1,0,5,2,0,0,0,9,2,46
2018,4,455,706,0,0,1,1,0,0,0,7,1,21
2018,4,455,430,0,0,0,0,0,0,0,3,0,17
2018,4,455,775,0,1,0,3,0,0,0,3,0,16
2018,4,455,439,0,0,0,0,0,0,0,0,0,12
2018,4,455,355,0,0,0,0,0,0,0,9,0,11
2018,4,455,1100,2,0,8,6,64,0,0,1,8,11
2018,4,455,542,0,0,0,0,0,0,0,7,1,10
2018,4,455,549,0,0,0,0,0,0,0,4,1,9
2018,4,455,580,0,0,0,0,0,0,0,9,0,4
2018,4,455,891,0,0,2,0,0,0,0,2,1,4
2018,4,455,86,0,1,0,1,0,0,0,2,1,2
2018,4,455,246,0,0,0,1,0,0,7,2,0,2
2018,4,455,34,0,0,0,0,0,0,0,0,2,0
2018,4,455,375,0,0,0,0,0,0,0,0,0,0
2018,4,455,478,0,0,0,0,0,0,0,0,0,0
2018,4,455,560,0,0,0,0,0,0,0,0,0,0
2018,4,455,610,0,0,0,0,26,0,0,3,2,0
2018,4,456,1400,0,24,0,0,0,0,0,15,0,100
2018,4,456,1400,1,6,0,2,0,0,0,7,10,46
2018,4,456,894,0,0,0,0,0,0,0,9,5,33
2018,4,456,860,0,0,1,0,0,0,0,21,2,24
2018,4,456,2516,4,1,0,3,0,0,0,12,1,19
2018,4,456,427,0,6,7,0,0,0,0,2,2,15
2018,4,456,1184,0,0,3,0,0,0,0,5,5,12
2018,4,456,1245,2,1,0,1,1,0,0,5,2,12
2018,4,456,320,2,0,0,0,0,0,0,0,2,11
2018,4,456,814,0,0,0,0,0,0,0,3,0,11
2018,4,456,1910,0,1,0,0,0,0,0,0,0,11
2018,4,456,612,0,1,0,0,0,0,0,3,0,10
2018,4,456,211,0,0,0,0,0,0,0,0,0,9
2018,4,456,120,1,4,0,0,0,0,0,2,0,8
2018,4,456,1240,0,0,1,0,0,0,0,1,1,8
2018,4,456,2090,1,0,2,2,0,0,0,19,5,8
2018,4,456,563,0,0,0,0,0,0,0,7,6,7
2018,4,456,1411,0,0,0,0,0,0,0,9,0,7
2018,4,456,1454,0,0,0,0,0,0,0,6,2,7
2018,4,456,710,0,1,0,0,0,0,0,0,0,6
2018,4,456,272,0,0,0,0,0,0,0,2,0,5
2018,4,456,522,0,0,0,2,0,0,0,9,2,5
2018,4,456,526,0,0,0,0,0,0,0,12,0,5
2018,4,456,540,0,0,0,0,0,0,0,0,0,5
2018,4,456,1149,0,0,0,0,0,0,0,0,0,5
2018,4,456,10,0,0,0,0,0,0,0,0,0,4
2018,4,456,471,0,3,0,0,0,0,0,0,0,4
2018,4,456,1870,0,1,0,0,0,0,0,0,0,4
2018,4,456,348,0,0,0,0,0,0,0,2,0,3
2018,4,456,685,0,0,0,0,0,0,0,5,1,3
2018,4,456,995,0,0,0,0,0,0,0,3,0,3
2018,4,456,1724,0,0,0,0,0,0,0,0,0,3
2018,4,456,12,0,0,0,0,0,0,0,1,0,2
2018,4,456,94,0,0,0,14,0,0,0,2,2,2
2018,4,456,820,0,0,0,2,0,0,0,0,12,2
